"Fahrt: Name","Ausleihdauer","Kunden Gruppe"
"1039095","5 bis 10 min","B2B"
"978720","5 bis 10 min","B2B"
"1039705","5 bis 10 min","B2B"
"979061","5 bis 10 min","B2B"
"1040227","5 bis 10 min","B2B"
"979510","5 bis 10 min","B2B"
"1040497","5 bis 10 min","B2B"
"980148","5 bis 10 min","B2B"
"1041091","5 bis 10 min","B2B"
"980458","5 bis 10 min","B2B"
"1041289","5 bis 10 min","B2B"
"980613","5 bis 10 min","B2B"
"1042361","5 bis 10 min","B2B"
"980615","5 bis 10 min","B2B"
"1042593","5 bis 10 min","B2B"
"980855","5 bis 10 min","B2B"
"1043381","5 bis 10 min","B2B"
"982031","5 bis 10 min","B2B"
"1044245","5 bis 10 min","B2B"
"982751","5 bis 10 min","B2B"
"1045148","5 bis 10 min","B2B"
"983257","5 bis 10 min","B2B"
"1045415","5 bis 10 min","B2B"
"983526","5 bis 10 min","B2B"
"1045816","5 bis 10 min","B2B"
"984267","5 bis 10 min","B2B"
"1046927","5 bis 10 min","B2B"
"984383","5 bis 10 min","B2B"
"1047734","5 bis 10 min","B2B"
"984583","5 bis 10 min","B2B"
"1048174","5 bis 10 min","B2B"
"984585","5 bis 10 min","B2B"
"1049067","5 bis 10 min","B2B"
"984644","5 bis 10 min","B2B"
"1049140","5 bis 10 min","B2B"
"984908","5 bis 10 min","B2B"
"1049489","5 bis 10 min","B2B"
"985028","5 bis 10 min","B2B"
"1051167","5 bis 10 min","B2B"
"985143","5 bis 10 min","B2B"
"1051180","5 bis 10 min","B2B"
"985451","5 bis 10 min","B2B"
"1051974","5 bis 10 min","B2B"
"985558","5 bis 10 min","B2B"
"1052146","5 bis 10 min","B2B"
"985613","5 bis 10 min","B2B"
"1052586","5 bis 10 min","B2B"
"985846","5 bis 10 min","B2B"
"1053482","5 bis 10 min","B2B"
"985850","5 bis 10 min","B2B"
"1053946","5 bis 10 min","B2B"
"986383","5 bis 10 min","B2B"
"1053955","5 bis 10 min","B2B"
"987074","5 bis 10 min","B2B"
"1054073","5 bis 10 min","B2B"
"987097","5 bis 10 min","B2B"
"1054665","5 bis 10 min","B2B"
"987419","5 bis 10 min","B2B"
"1055550","5 bis 10 min","B2B"
"987479","5 bis 10 min","B2B"
"1055755","5 bis 10 min","B2B"
"987780","5 bis 10 min","B2B"
"1056484","5 bis 10 min","B2B"
"987933","5 bis 10 min","B2B"
"1056644","5 bis 10 min","B2B"
"988256","5 bis 10 min","B2B"
"1056810","5 bis 10 min","B2B"
"988275","5 bis 10 min","B2B"
"1057017","5 bis 10 min","B2B"
"988803","5 bis 10 min","B2B"
"1057697","5 bis 10 min","B2B"
"988954","5 bis 10 min","B2B"
"1057727","5 bis 10 min","B2B"
"990082","5 bis 10 min","B2B"
"1058024","5 bis 10 min","B2B"
"990242","5 bis 10 min","B2B"
"1058432","5 bis 10 min","B2B"
"991019","5 bis 10 min","B2B"
"1058704","5 bis 10 min","B2B"
"991052","5 bis 10 min","B2B"
"1060173","5 bis 10 min","B2B"
"991257","5 bis 10 min","B2B"
"1062517","5 bis 10 min","B2B"
"992212","5 bis 10 min","B2B"
"1063489","5 bis 10 min","B2B"
"993255","5 bis 10 min","B2B"
"1063801","5 bis 10 min","B2B"
"994953","5 bis 10 min","B2B"
"1065487","5 bis 10 min","B2B"
"994972","5 bis 10 min","B2B"
"1066835","5 bis 10 min","B2B"
"1130994","5 bis 10 min","B2B"
"1067110","5 bis 10 min","B2B"
"1131794","5 bis 10 min","B2B"
"1069738","5 bis 10 min","B2B"
"1132140","5 bis 10 min","B2B"
"1069941","5 bis 10 min","B2B"
"1132284","5 bis 10 min","B2B"
"1070289","5 bis 10 min","B2B"
"1132286","5 bis 10 min","B2B"
"1070964","5 bis 10 min","B2B"
"1132294","5 bis 10 min","B2B"
"1071298","5 bis 10 min","B2B"
"1132334","5 bis 10 min","B2B"
"1071741","5 bis 10 min","B2B"
"1132943","5 bis 10 min","B2B"
"1073400","5 bis 10 min","B2B"
"1133169","5 bis 10 min","B2B"
"1074571","5 bis 10 min","B2B"
"1133918","5 bis 10 min","B2B"
"1074623","5 bis 10 min","B2B"
"1134512","5 bis 10 min","B2B"
"1074650","5 bis 10 min","B2B"
"1135160","5 bis 10 min","B2B"
"1075395","5 bis 10 min","B2B"
"1135509","5 bis 10 min","B2B"
"1076387","5 bis 10 min","B2B"
"1136201","5 bis 10 min","B2B"
"1076787","5 bis 10 min","B2B"
"1136991","5 bis 10 min","B2B"
"1077861","5 bis 10 min","B2B"
"1137009","5 bis 10 min","B2B"
"1077863","5 bis 10 min","B2B"
"1137861","5 bis 10 min","B2B"
"1078547","5 bis 10 min","B2B"
"1139953","5 bis 10 min","B2B"
"1078870","5 bis 10 min","B2B"
"1140427","5 bis 10 min","B2B"
"1078897","5 bis 10 min","B2B"
"1140428","5 bis 10 min","B2B"
"1079102","5 bis 10 min","B2B"
"1141458","5 bis 10 min","B2B"
"1079211","5 bis 10 min","B2B"
"1142436","5 bis 10 min","B2B"
"1079991","5 bis 10 min","B2B"
"1142986","5 bis 10 min","B2B"
"1080071","5 bis 10 min","B2B"
"1143329","5 bis 10 min","B2B"
"1080215","5 bis 10 min","B2B"
"1144394","5 bis 10 min","B2B"
"1080324","5 bis 10 min","B2B"
"1144455","5 bis 10 min","B2B"
"1081157","5 bis 10 min","B2B"
"1145412","5 bis 10 min","B2B"
"1081331","5 bis 10 min","B2B"
"1145839","5 bis 10 min","B2B"
"1081489","5 bis 10 min","B2B"
"1146032","5 bis 10 min","B2B"
"1082429","5 bis 10 min","B2B"
"1146466","5 bis 10 min","B2B"
"1082432","5 bis 10 min","B2B"
"1147534","5 bis 10 min","B2B"
"1082750","5 bis 10 min","B2B"
"1148036","5 bis 10 min","B2B"
"1083161","5 bis 10 min","B2B"
"1148388","5 bis 10 min","B2B"
"1083461","5 bis 10 min","B2B"
"1148550","5 bis 10 min","B2B"
"1084966","5 bis 10 min","B2B"
"1149088","5 bis 10 min","B2B"
"1085704","5 bis 10 min","B2B"
"1150049","5 bis 10 min","B2B"
"1086923","5 bis 10 min","B2B"
"1150751","5 bis 10 min","B2B"
"1087323","5 bis 10 min","B2B"
"1151109","5 bis 10 min","B2B"
"1088054","5 bis 10 min","B2B"
"1152056","5 bis 10 min","B2B"
"1088755","5 bis 10 min","B2B"
"1152069","5 bis 10 min","B2B"
"1088766","5 bis 10 min","B2B"
"1153431","5 bis 10 min","B2B"
"1088989","5 bis 10 min","B2B"
"1155325","5 bis 10 min","B2B"
"1089107","5 bis 10 min","B2B"
"1157158","5 bis 10 min","B2B"
"1089621","5 bis 10 min","B2B"
"1161766","5 bis 10 min","B2B"
"1089763","5 bis 10 min","B2B"
"1162288","5 bis 10 min","B2B"
"1090200","5 bis 10 min","B2B"
"1164576","5 bis 10 min","B2B"
"1090923","5 bis 10 min","B2B"
"1164613","5 bis 10 min","B2B"
"1091867","5 bis 10 min","B2B"
"1164621","5 bis 10 min","B2B"
"1092284","5 bis 10 min","B2B"
"1165342","5 bis 10 min","B2B"
"1092871","5 bis 10 min","B2B"
"1166409","5 bis 10 min","B2B"
"1092872","5 bis 10 min","B2B"
"1167291","5 bis 10 min","B2B"
"1092940","5 bis 10 min","B2B"
"1167506","5 bis 10 min","B2B"
"1093507","5 bis 10 min","B2B"
"1167699","5 bis 10 min","B2B"
"1093899","5 bis 10 min","B2B"
"1168619","5 bis 10 min","B2B"
"1093902","5 bis 10 min","B2B"
"1168712","5 bis 10 min","B2B"
"1096071","5 bis 10 min","B2B"
"1168842","5 bis 10 min","B2B"
"1096934","5 bis 10 min","B2B"
"1169679","5 bis 10 min","B2B"
"1100242","5 bis 10 min","B2B"
"1170358","5 bis 10 min","B2B"
"1101197","5 bis 10 min","B2B"
"1172168","5 bis 10 min","B2B"
"1102297","5 bis 10 min","B2B"
"1172950","5 bis 10 min","B2B"
"1102532","5 bis 10 min","B2B"
"1173101","5 bis 10 min","B2B"
"1103969","5 bis 10 min","B2B"
"1173800","5 bis 10 min","B2B"
"1104484","5 bis 10 min","B2B"
"1174200","5 bis 10 min","B2B"
"1104583","5 bis 10 min","B2B"
"1174590","5 bis 10 min","B2B"
"1104774","5 bis 10 min","B2B"
"1174591","5 bis 10 min","B2B"
"1104778","5 bis 10 min","B2B"
"1174703","5 bis 10 min","B2B"
"1105561","5 bis 10 min","B2B"
"1176222","5 bis 10 min","B2B"
"1105601","5 bis 10 min","B2B"
"1176397","5 bis 10 min","B2B"
"1105884","5 bis 10 min","B2B"
"1176738","5 bis 10 min","B2B"
"1108141","5 bis 10 min","B2B"
"1177110","5 bis 10 min","B2B"
"1109143","5 bis 10 min","B2B"
"1177365","5 bis 10 min","B2B"
"1109821","5 bis 10 min","B2B"
"1177890","5 bis 10 min","B2B"
"1110008","5 bis 10 min","B2B"
"1178425","5 bis 10 min","B2B"
"1110024","5 bis 10 min","B2B"
"1179776","5 bis 10 min","B2B"
"1110327","5 bis 10 min","B2B"
"1180209","5 bis 10 min","B2B"
"1110468","5 bis 10 min","B2B"
"1180259","5 bis 10 min","B2B"
"1110642","5 bis 10 min","B2B"
"1180269","5 bis 10 min","B2B"
"1111809","5 bis 10 min","B2B"
"1180298","5 bis 10 min","B2B"
"1112659","5 bis 10 min","B2B"
"1180513","5 bis 10 min","B2B"
"1112737","5 bis 10 min","B2B"
"1180703","5 bis 10 min","B2B"
"1113066","5 bis 10 min","B2B"
"1180757","5 bis 10 min","B2B"
"1113738","5 bis 10 min","B2B"
"1181178","5 bis 10 min","B2B"
"1114586","5 bis 10 min","B2B"
"1181302","5 bis 10 min","B2B"
"1114952","5 bis 10 min","B2B"
"1182172","5 bis 10 min","B2B"
"1117194","5 bis 10 min","B2B"
"1182551","5 bis 10 min","B2B"
"1117304","5 bis 10 min","B2B"
"1183154","5 bis 10 min","B2B"
"1117406","5 bis 10 min","B2B"
"1183599","5 bis 10 min","B2B"
"1118672","5 bis 10 min","B2B"
"1184554","5 bis 10 min","B2B"
"1118788","5 bis 10 min","B2B"
"1185686","5 bis 10 min","B2B"
"1120650","5 bis 10 min","B2B"
"1185695","5 bis 10 min","B2B"
"1120920","5 bis 10 min","B2B"
"1186112","5 bis 10 min","B2B"
"1120922","5 bis 10 min","B2B"
"1187049","5 bis 10 min","B2B"
"1120925","5 bis 10 min","B2B"
"1188253","5 bis 10 min","B2B"
"1120982","5 bis 10 min","B2B"
"1188976","5 bis 10 min","B2B"
"1121331","5 bis 10 min","B2B"
"1189062","5 bis 10 min","B2B"
"1121498","5 bis 10 min","B2B"
"1189231","5 bis 10 min","B2B"
"1121675","5 bis 10 min","B2B"
"1189256","5 bis 10 min","B2B"
"1122849","5 bis 10 min","B2B"
"1189569","5 bis 10 min","B2B"
"1122891","5 bis 10 min","B2B"
"1190044","5 bis 10 min","B2B"
"1123693","5 bis 10 min","B2B"
"1190046","5 bis 10 min","B2B"
"1126204","5 bis 10 min","B2B"
"1190601","5 bis 10 min","B2B"
"1126394","5 bis 10 min","B2B"
"1190833","5 bis 10 min","B2B"
"1127636","5 bis 10 min","B2B"
"1191283","5 bis 10 min","B2B"
"1129745","5 bis 10 min","B2B"
"1191402","5 bis 10 min","B2B"
"1129859","5 bis 10 min","B2B"
"1191479","5 bis 10 min","B2B"
"1314390","5 bis 10 min","B2B"
"1193652","5 bis 10 min","B2B"
"1315275","5 bis 10 min","B2B"
"1193992","5 bis 10 min","B2B"
"1315321","5 bis 10 min","B2B"
"1195616","5 bis 10 min","B2B"
"1318282","5 bis 10 min","B2B"
"1195720","5 bis 10 min","B2B"
"1318426","5 bis 10 min","B2B"
"1198229","5 bis 10 min","B2B"
"1318625","5 bis 10 min","B2B"
"1198390","5 bis 10 min","B2B"
"1318676","5 bis 10 min","B2B"
"1198663","5 bis 10 min","B2B"
"1318907","5 bis 10 min","B2B"
"1199275","5 bis 10 min","B2B"
"1319384","5 bis 10 min","B2B"
"1199990","5 bis 10 min","B2B"
"1323289","5 bis 10 min","B2B"
"1200328","5 bis 10 min","B2B"
"1323507","5 bis 10 min","B2B"
"1200332","5 bis 10 min","B2B"
"1323546","5 bis 10 min","B2B"
"1200647","5 bis 10 min","B2B"
"1323955","5 bis 10 min","B2B"
"1202936","5 bis 10 min","B2B"
"1324048","5 bis 10 min","B2B"
"1202991","5 bis 10 min","B2B"
"1324763","5 bis 10 min","B2B"
"1203189","5 bis 10 min","B2B"
"1326057","5 bis 10 min","B2B"
"1203597","5 bis 10 min","B2B"
"1326523","5 bis 10 min","B2B"
"1204119","5 bis 10 min","B2B"
"1327326","5 bis 10 min","B2B"
"1205100","5 bis 10 min","B2B"
"1328203","5 bis 10 min","B2B"
"1206344","5 bis 10 min","B2B"
"1328875","5 bis 10 min","B2B"
"1206924","5 bis 10 min","B2B"
"1328981","5 bis 10 min","B2B"
"1207867","5 bis 10 min","B2B"
"1329313","5 bis 10 min","B2B"
"1209653","5 bis 10 min","B2B"
"1329667","5 bis 10 min","B2B"
"1210326","5 bis 10 min","B2B"
"1329675","5 bis 10 min","B2B"
"1210702","5 bis 10 min","B2B"
"1329702","5 bis 10 min","B2B"
"1210782","5 bis 10 min","B2B"
"1330026","5 bis 10 min","B2B"
"1211624","5 bis 10 min","B2B"
"1330278","5 bis 10 min","B2B"
"1211968","5 bis 10 min","B2B"
"1331345","5 bis 10 min","B2B"
"1212569","5 bis 10 min","B2B"
"1332861","5 bis 10 min","B2B"
"1213202","5 bis 10 min","B2B"
"1334830","5 bis 10 min","B2B"
"1213734","5 bis 10 min","B2B"
"1334858","5 bis 10 min","B2B"
"1215337","5 bis 10 min","B2B"
"1334865","5 bis 10 min","B2B"
"1215376","5 bis 10 min","B2B"
"1335308","5 bis 10 min","B2B"
"1218010","5 bis 10 min","B2B"
"1335426","5 bis 10 min","B2B"
"1218470","5 bis 10 min","B2B"
"1335579","5 bis 10 min","B2B"
"1219661","5 bis 10 min","B2B"
"1335807","5 bis 10 min","B2B"
"1220190","5 bis 10 min","B2B"
"1336369","5 bis 10 min","B2B"
"1220659","5 bis 10 min","B2B"
"1336434","5 bis 10 min","B2B"
"1220663","5 bis 10 min","B2B"
"1336950","5 bis 10 min","B2B"
"1222332","5 bis 10 min","B2B"
"1337795","5 bis 10 min","B2B"
"1224201","5 bis 10 min","B2B"
"1338320","5 bis 10 min","B2B"
"1226891","5 bis 10 min","B2B"
"1338344","5 bis 10 min","B2B"
"1227123","5 bis 10 min","B2B"
"1338415","5 bis 10 min","B2B"
"1227125","5 bis 10 min","B2B"
"1339656","5 bis 10 min","B2B"
"1227921","5 bis 10 min","B2B"
"1340014","5 bis 10 min","B2B"
"1228202","5 bis 10 min","B2B"
"1340314","5 bis 10 min","B2B"
"1228479","5 bis 10 min","B2B"
"1340466","5 bis 10 min","B2B"
"1229012","5 bis 10 min","B2B"
"1341279","5 bis 10 min","B2B"
"1229023","5 bis 10 min","B2B"
"1343702","5 bis 10 min","B2B"
"1229359","5 bis 10 min","B2B"
"1343756","5 bis 10 min","B2B"
"1229754","5 bis 10 min","B2B"
"1343890","5 bis 10 min","B2B"
"1229974","5 bis 10 min","B2B"
"1343973","5 bis 10 min","B2B"
"1230797","5 bis 10 min","B2B"
"1344059","5 bis 10 min","B2B"
"1231135","5 bis 10 min","B2B"
"1345178","5 bis 10 min","B2B"
"1231168","5 bis 10 min","B2B"
"1345180","5 bis 10 min","B2B"
"1231579","5 bis 10 min","B2B"
"1344773","5 bis 10 min","B2B"
"1231590","5 bis 10 min","B2B"
"1344901","5 bis 10 min","B2B"
"1232932","5 bis 10 min","B2B"
"1344983","5 bis 10 min","B2B"
"1233919","5 bis 10 min","B2B"
"1345182","5 bis 10 min","B2B"
"1234563","5 bis 10 min","B2B"
"1345670","5 bis 10 min","B2B"
"1234896","5 bis 10 min","B2B"
"1345721","5 bis 10 min","B2B"
"1234903","5 bis 10 min","B2B"
"1346384","5 bis 10 min","B2B"
"1235067","5 bis 10 min","B2B"
"1347333","5 bis 10 min","B2B"
"1238272","5 bis 10 min","B2B"
"1347367","5 bis 10 min","B2B"
"1238626","5 bis 10 min","B2B"
"1348560","5 bis 10 min","B2B"
"1239080","5 bis 10 min","B2B"
"1349014","5 bis 10 min","B2B"
"1239252","5 bis 10 min","B2B"
"1349029","5 bis 10 min","B2B"
"1239769","5 bis 10 min","B2B"
"1350195","5 bis 10 min","B2B"
"1240134","5 bis 10 min","B2B"
"1350623","5 bis 10 min","B2B"
"1240571","5 bis 10 min","B2B"
"1351958","5 bis 10 min","B2B"
"1240980","5 bis 10 min","B2B"
"1352321","5 bis 10 min","B2B"
"1241598","5 bis 10 min","B2B"
"1352329","5 bis 10 min","B2B"
"1241680","5 bis 10 min","B2B"
"1353177","5 bis 10 min","B2B"
"1246413","5 bis 10 min","B2B"
"1354171","5 bis 10 min","B2B"
"1247269","5 bis 10 min","B2B"
"1354732","5 bis 10 min","B2B"
"1248498","5 bis 10 min","B2B"
"1355373","5 bis 10 min","B2B"
"1249033","5 bis 10 min","B2B"
"1356134","5 bis 10 min","B2B"
"1249060","5 bis 10 min","B2B"
"1356435","5 bis 10 min","B2B"
"1249785","5 bis 10 min","B2B"
"1357057","5 bis 10 min","B2B"
"1250249","5 bis 10 min","B2B"
"1357571","5 bis 10 min","B2B"
"1250297","5 bis 10 min","B2B"
"1357859","5 bis 10 min","B2B"
"1250358","5 bis 10 min","B2B"
"1358498","5 bis 10 min","B2B"
"1250697","5 bis 10 min","B2B"
"1358821","5 bis 10 min","B2B"
"1250827","5 bis 10 min","B2B"
"1359171","5 bis 10 min","B2B"
"1251716","5 bis 10 min","B2B"
"1360039","5 bis 10 min","B2B"
"995818","5 bis 10 min","B2B"
"1360726","5 bis 10 min","B2B"
"995920","5 bis 10 min","B2B"
"1360727","5 bis 10 min","B2B"
"996659","5 bis 10 min","B2B"
"1362563","5 bis 10 min","B2B"
"996771","5 bis 10 min","B2B"
"1364607","5 bis 10 min","B2B"
"998032","5 bis 10 min","B2B"
"1364717","5 bis 10 min","B2B"
"998267","5 bis 10 min","B2B"
"1364797","5 bis 10 min","B2B"
"998384","5 bis 10 min","B2B"
"1365308","5 bis 10 min","B2B"
"998449","5 bis 10 min","B2B"
"1365539","5 bis 10 min","B2B"
"999065","5 bis 10 min","B2B"
"1365588","5 bis 10 min","B2B"
"1000139","5 bis 10 min","B2B"
"1365610","5 bis 10 min","B2B"
"1000361","5 bis 10 min","B2B"
"1366534","5 bis 10 min","B2B"
"1000497","5 bis 10 min","B2B"
"1366627","5 bis 10 min","B2B"
"1000905","5 bis 10 min","B2B"
"1366808","5 bis 10 min","B2B"
"1001088","5 bis 10 min","B2B"
"1367412","5 bis 10 min","B2B"
"1001596","5 bis 10 min","B2B"
"1367714","5 bis 10 min","B2B"
"1001679","5 bis 10 min","B2B"
"1368758","5 bis 10 min","B2B"
"1001711","5 bis 10 min","B2B"
"1369110","5 bis 10 min","B2B"
"1002719","5 bis 10 min","B2B"
"1369399","5 bis 10 min","B2B"
"1003580","5 bis 10 min","B2B"
"1370135","5 bis 10 min","B2B"
"1004036","5 bis 10 min","B2B"
"1370504","5 bis 10 min","B2B"
"1004431","5 bis 10 min","B2B"
"1370845","5 bis 10 min","B2B"
"1004765","5 bis 10 min","B2B"
"1371575","5 bis 10 min","B2B"
"1006097","5 bis 10 min","B2B"
"1372702","5 bis 10 min","B2B"
"1006196","5 bis 10 min","B2B"
"1374948","5 bis 10 min","B2B"
"1006801","5 bis 10 min","B2B"
"1375027","5 bis 10 min","B2B"
"1007747","5 bis 10 min","B2B"
"1375344","5 bis 10 min","B2B"
"1008051","5 bis 10 min","B2B"
"1375623","5 bis 10 min","B2B"
"1010201","5 bis 10 min","B2B"
"1375755","5 bis 10 min","B2B"
"1010641","5 bis 10 min","B2B"
"1375813","5 bis 10 min","B2B"
"1011140","5 bis 10 min","B2B"
"1376586","5 bis 10 min","B2B"
"1011199","5 bis 10 min","B2B"
"1377718","5 bis 10 min","B2B"
"1012210","5 bis 10 min","B2B"
"1377735","5 bis 10 min","B2B"
"1012470","5 bis 10 min","B2B"
"1378041","5 bis 10 min","B2B"
"1012785","5 bis 10 min","B2B"
"1379647","5 bis 10 min","B2B"
"1013249","5 bis 10 min","B2B"
"1379714","5 bis 10 min","B2B"
"1014388","5 bis 10 min","B2B"
"1380723","5 bis 10 min","B2B"
"1014537","5 bis 10 min","B2B"
"1380854","5 bis 10 min","B2B"
"1015892","5 bis 10 min","B2B"
"1381649","5 bis 10 min","B2B"
"1016534","5 bis 10 min","B2B"
"1381914","5 bis 10 min","B2B"
"1016714","5 bis 10 min","B2B"
"1382178","5 bis 10 min","B2B"
"1017087","5 bis 10 min","B2B"
"1382358","5 bis 10 min","B2B"
"1017248","5 bis 10 min","B2B"
"1382785","5 bis 10 min","B2B"
"1017358","5 bis 10 min","B2B"
"1383621","5 bis 10 min","B2B"
"1017662","5 bis 10 min","B2B"
"1383719","5 bis 10 min","B2B"
"1017674","5 bis 10 min","B2B"
"1384368","5 bis 10 min","B2B"
"1018317","5 bis 10 min","B2B"
"1384828","5 bis 10 min","B2B"
"1018881","5 bis 10 min","B2B"
"1384919","5 bis 10 min","B2B"
"1020495","5 bis 10 min","B2B"
"1384926","5 bis 10 min","B2B"
"1021201","5 bis 10 min","B2B"
"1385178","5 bis 10 min","B2B"
"1021229","5 bis 10 min","B2B"
"1385553","5 bis 10 min","B2B"
"1022137","5 bis 10 min","B2B"
"1385555","5 bis 10 min","B2B"
"1022741","5 bis 10 min","B2B"
"1387060","5 bis 10 min","B2B"
"1023364","5 bis 10 min","B2B"
"1387236","5 bis 10 min","B2B"
"1023419","5 bis 10 min","B2B"
"1387412","5 bis 10 min","B2B"
"1023456","5 bis 10 min","B2B"
"1387431","5 bis 10 min","B2B"
"1024247","5 bis 10 min","B2B"
"1252918","5 bis 10 min","B2B"
"1024543","5 bis 10 min","B2B"
"1254842","5 bis 10 min","B2B"
"1026587","5 bis 10 min","B2B"
"1254860","5 bis 10 min","B2B"
"1027274","5 bis 10 min","B2B"
"1255596","5 bis 10 min","B2B"
"1027972","5 bis 10 min","B2B"
"1255693","5 bis 10 min","B2B"
"1028018","5 bis 10 min","B2B"
"1256497","5 bis 10 min","B2B"
"1028039","5 bis 10 min","B2B"
"1256859","5 bis 10 min","B2B"
"1028724","5 bis 10 min","B2B"
"1257356","5 bis 10 min","B2B"
"1028922","5 bis 10 min","B2B"
"1257791","5 bis 10 min","B2B"
"1029966","5 bis 10 min","B2B"
"1257940","5 bis 10 min","B2B"
"1030142","5 bis 10 min","B2B"
"1258009","5 bis 10 min","B2B"
"1036764","5 bis 10 min","B2B"
"1258440","5 bis 10 min","B2B"
"1038990","5 bis 10 min","B2B"
"1259217","5 bis 10 min","B2B"
"1039094","5 bis 10 min","B2B"
"1261377","5 bis 10 min","B2B"
"1039898","5 bis 10 min","B2B"
"1263937","5 bis 10 min","B2B"
"1040332","5 bis 10 min","B2B"
"1264429","5 bis 10 min","B2B"
"1041409","5 bis 10 min","B2B"
"1265014","5 bis 10 min","B2B"
"1041974","5 bis 10 min","B2B"
"1265483","5 bis 10 min","B2B"
"1042147","5 bis 10 min","B2B"
"1267092","5 bis 10 min","B2B"
"1042468","5 bis 10 min","B2B"
"1267470","5 bis 10 min","B2B"
"1043184","5 bis 10 min","B2B"
"1267578","5 bis 10 min","B2B"
"1043818","5 bis 10 min","B2B"
"1268026","5 bis 10 min","B2B"
"1044041","5 bis 10 min","B2B"
"1268739","5 bis 10 min","B2B"
"1045153","5 bis 10 min","B2B"
"1268782","5 bis 10 min","B2B"
"1045501","5 bis 10 min","B2B"
"1268789","5 bis 10 min","B2B"
"1046791","5 bis 10 min","B2B"
"1270458","5 bis 10 min","B2B"
"1048494","5 bis 10 min","B2B"
"1272916","5 bis 10 min","B2B"
"1048571","5 bis 10 min","B2B"
"1273154","5 bis 10 min","B2B"
"1049509","5 bis 10 min","B2B"
"1274707","5 bis 10 min","B2B"
"1050757","5 bis 10 min","B2B"
"1275976","5 bis 10 min","B2B"
"1052714","5 bis 10 min","B2B"
"1276016","5 bis 10 min","B2B"
"1052823","5 bis 10 min","B2B"
"1276396","5 bis 10 min","B2B"
"1053003","5 bis 10 min","B2B"
"1276423","5 bis 10 min","B2B"
"1053108","5 bis 10 min","B2B"
"1277430","5 bis 10 min","B2B"
"1054068","5 bis 10 min","B2B"
"1278068","5 bis 10 min","B2B"
"1054583","5 bis 10 min","B2B"
"1279090","5 bis 10 min","B2B"
"1054677","5 bis 10 min","B2B"
"1279218","5 bis 10 min","B2B"
"1054782","5 bis 10 min","B2B"
"1279348","5 bis 10 min","B2B"
"1055322","5 bis 10 min","B2B"
"1279841","5 bis 10 min","B2B"
"1055402","5 bis 10 min","B2B"
"1280054","5 bis 10 min","B2B"
"1056987","5 bis 10 min","B2B"
"1282061","5 bis 10 min","B2B"
"1057334","5 bis 10 min","B2B"
"1282131","5 bis 10 min","B2B"
"1057539","5 bis 10 min","B2B"
"1282566","5 bis 10 min","B2B"
"1057911","5 bis 10 min","B2B"
"1285385","5 bis 10 min","B2B"
"1058152","5 bis 10 min","B2B"
"1286132","5 bis 10 min","B2B"
"1059644","5 bis 10 min","B2B"
"1286634","5 bis 10 min","B2B"
"1060205","5 bis 10 min","B2B"
"1287110","5 bis 10 min","B2B"
"1060804","5 bis 10 min","B2B"
"1288509","5 bis 10 min","B2B"
"1060819","5 bis 10 min","B2B"
"1288564","5 bis 10 min","B2B"
"1062263","5 bis 10 min","B2B"
"1292339","5 bis 10 min","B2B"
"1063026","5 bis 10 min","B2B"
"1293141","5 bis 10 min","B2B"
"1065023","5 bis 10 min","B2B"
"1295437","5 bis 10 min","B2B"
"1065654","5 bis 10 min","B2B"
"1296611","5 bis 10 min","B2B"
"1066076","5 bis 10 min","B2B"
"1297370","5 bis 10 min","B2B"
"1066492","5 bis 10 min","B2B"
"1298803","5 bis 10 min","B2B"
"1066815","5 bis 10 min","B2B"
"1298973","5 bis 10 min","B2B"
"1067108","5 bis 10 min","B2B"
"1299641","5 bis 10 min","B2B"
"1067607","5 bis 10 min","B2B"
"1302394","5 bis 10 min","B2B"
"1068578","5 bis 10 min","B2B"
"1303158","5 bis 10 min","B2B"
"1068757","5 bis 10 min","B2B"
"1303967","5 bis 10 min","B2B"
"1069131","5 bis 10 min","B2B"
"1303976","5 bis 10 min","B2B"
"1069371","5 bis 10 min","B2B"
"1304640","5 bis 10 min","B2B"
"1069649","5 bis 10 min","B2B"
"1304826","5 bis 10 min","B2B"
"1071077","5 bis 10 min","B2B"
"1305427","5 bis 10 min","B2B"
"1071133","5 bis 10 min","B2B"
"1305600","5 bis 10 min","B2B"
"1071394","5 bis 10 min","B2B"
"1306476","5 bis 10 min","B2B"
"1071657","5 bis 10 min","B2B"
"1307041","5 bis 10 min","B2B"
"1072648","5 bis 10 min","B2B"
"1309005","5 bis 10 min","B2B"
"1073377","5 bis 10 min","B2B"
"1309518","5 bis 10 min","B2B"
"1073744","5 bis 10 min","B2B"
"1309983","5 bis 10 min","B2B"
"1074631","5 bis 10 min","B2B"
"1310163","5 bis 10 min","B2B"
"1074632","5 bis 10 min","B2B"
"1310837","5 bis 10 min","B2B"
"1076506","5 bis 10 min","B2B"
"1311860","5 bis 10 min","B2B"
"1077163","5 bis 10 min","B2B"
"1313296","5 bis 10 min","B2B"
"1077336","5 bis 10 min","B2B"
"1313303","5 bis 10 min","B2B"
"1077966","5 bis 10 min","B2B"
"1313509","5 bis 10 min","B2B"
"1077979","5 bis 10 min","B2B"
"1388706","5 bis 10 min","B2B"
"1079387","5 bis 10 min","B2B"
"1388795","5 bis 10 min","B2B"
"1079671","5 bis 10 min","B2B"
"1389003","5 bis 10 min","B2B"
"1079851","5 bis 10 min","B2B"
